review_title,review_content,review_lem,polarite,content_length,rating
Joli en photo,"Joli en photo, produits qui semblent être de qualite.Canapé inconfortable dommage car de qualité et très beau","['joli', 'photo', 'joli', 'photo', 'produire', 'sembler', 'être', 'qualite', 'canaper', 'inconfortable', 'dommage', 'car', 'qualité', 'beau']",0.70875,109,1
plus jamais,3 semaines d'attente. Les livreurs me sont quasiment jeté sur moi lorsque j'ai voulu inspecter les articles.Meubles à colonnes cassé sur le haut et tiroir cassé.Service après-vente sans réactivité.Tu répares et tu la ferme.A fuir.Plus jamais.,"['jamais', 'semaine', 'attent', 'livreur', 'quasiment', 'jeter', 'lorsque', 'vouloir', 'inspecter', 'article', 'colonne', 'cassé', 'haut', 'tiroir', 'cassé', 'service', 'après', 'vente', 'sans', 'réactivité', 'répare', 'ferme', 'fuir', 'jamais']",0.445,242,1
Qualité décevante,"J ai commandé deux fauteuils. Ils sont très beaux mais je suis grandement déçue de la qualité ! L un des deux est arrivé avec un pied cassé.Il a été échangé contre un autre fauteuil arrivé fissuré au pied et accoudoir, changé à nouveau contre un fauteuil arrivé encore endommagé ! Au final j ai du garder le fauteuil endommagé contre indemnisation de seulement 10% après plusieurs mois de désagréments liés aux livraisons reprises...si je le renvoyais je n' avais plus qu une chance de livraison en prenant le risque d avoir un fauteuil encore plus cassé ! Le tissu du dossier du premier fauteuil s est de suite détendu.... Déçue de la qualité au vu du prix et que de désagréments pour les livraisons et reprises!","['qualité', 'décevant', 'commander', 'deux', 'fauteuil', 'beal', 'grandement', 'qualité', 'deux', 'arriver', 'pied', 'cassé', 'échanger', 'contre', 'autre', 'fauteuil', 'arrivé', 'fissurer', 'pied', 'accoudoir', 'changer', 'nouveau', 'contre', 'fauteuil', 'arrivé', 'encore', 'endommager', 'final', 'garder', 'fauteuil', 'endommager', 'contre', 'indemnisation', 'seulement', 'après', 'plusieurs', 'mois', 'désagrément', 'lier', 'livraison', 'reprise', 'renvoyer', 'chance', 'livraison', 'prendre', 'risque', 'avoir', 'fauteuil', 'encore', 'cassé', 'tissu', 'dossier', 'premier', 'fauteuil', 'suite', 'détendre', 'qualité', 'prix', 'désagrément', 'livraison', 'reprise']",0.4798529411764706,713,1
Bahut hors service,"J ai commandé un bahut il y a un an en bois massif magnifique qui a coûté 783€. Quelques mois après j avais des difficultés à ouvrir et fermer les tiroirs, vidéo à l’appuie j ai été remboursé de 90€. Un an après il m’est quasi impossible d’ouvrir et fermer les tiroirs et les deux portes car le bois non sec a l’époque a gonflé depuis. Je souhaiterai un échange, Que des transporteurs viennent le récupérer pour un nouveau sans ce problème ! Ou remboursement total. Merci de me recontacter! Le meuble est bien garantie non ????","['bahut', 'hors', 'service', 'commander', 'bahut', 'bois', 'massif', 'magnifique', 'quelque', 'mois', 'après', 'difficulté', 'ouvrir', 'fermer', 'tiroir', 'vidéo', 'appuie', 'rembourser', 'après', 'quasi', 'impossible', 'ouvrir', 'fermer', 'tiroir', 'deux', 'porte', 'car', 'bois', 'sec', 'époque', 'gonfler', 'depuis', 'souhaiterai', 'échange', 'transporteur', 'venir', 'récupérer', 'nouveau', 'sans', 'problème', 'remboursement', 'total', 'merci', 'recontacter', 'bien', 'garantie']",0.5638636363636363,527,1
Je suis déçu pas les finitions de la…,"Je suis déçu pas les finitions de la table basse, de nombreux éclats de partout et défaut de finition.","['finition', 'finition', 'bas', 'nombreux', 'éclat', 'partout', 'défaut', 'finition']",0.3,102,1
"Au final, le rendu est bien.","Au final, une fois installés, le rendu de mes trois meubles achetés est bien.Deux meubles sur les trois présentent des assez gros défauts. Pour l'un, le socle du bas heureusement côté sol a subit une réparation bien visible (pâte rose) après avoir été brisé, fêlé en partie.Pour le second, les deux portes coulissantes sont arrivées assez bien tordues mais en les plaçant à leur endroit spécifique, elles sont fonctionnelles et en n'y regardant pas de trop près, le rendu visuel général du meuble est bon.Dernière chose, j'ai pris le service livraison confort, deux hommes, livraison dans la pièce de votre choix. Ces personnes étaient impolies, ne disent pas bonjour, ensuite ne disent pas un mot et le pire est qu'ils ont transportés les trois meubles sans aucune délicatesse. Deux meubles ont même été transportés à l'envers ce qui a fait se détacher deux portes dont l'une présente un coup.","['final', 'rendre', 'bien', 'final', 'fois', 'installer', 'rendre', 'trois', 'acheté', 'bien', 'deux', 'trois', 'présenter', 'assez', 'gros', 'défaut', 'socle', 'bas', 'heureusement', 'sol', 'subit', 'réparation', 'bien', 'visible', 'pât', 'rose', 'après', 'avoir', 'briser', 'fêlé', 'partie', 'second', 'deux', 'porte', 'coulissant', 'arriver', 'assez', 'bien', 'tordre', 'pla', 'er', 'endroit', 'spécifique', 'lui', 'fonctionnel', 'regarder', 'trop', 'près', 'rendre', 'visuel', 'général', 'bon', 'dernier', 'chose', 'prendre', 'service', 'livraison', 'confort', 'deux', 'homme', 'livraison', 'pièce', 'choix', 'personne', 'impoli', 'dire', 'bonjour', 'ensuite', 'dire', 'mot', 'pire', 'transporter', 'trois', 'sans', 'aucun', 'délicatesse', 'deux', 'transporté', 'envers', 'faire', 'détacher', 'deux', 'porte', 'dont', 'présente', 'coup']",0.4571052631578947,894,1
Ne vous laissez pas berner par les…,"Ne vous laissez pas berner par les belles photos et le storytelling bobo et écolo de ce site.J'ai acheté la table Cloé : énorme déception. Table non traitée et protégée : c'est à vous de faire le traitement. Ok my bad j'ai mal lu.Bois mal poncé et mal égréné. Ils vous diront que c'est le côté artisanal de la production. Désolée, les artisans que je connais bossent mieux que cela.Cette table est extensible : au vu de la structure branlante, je me demande quelle peut être la durée de vie. Le côté extensible me semble peu fiable et peu robuste.Franchement, je préfére acheter du Ikea: c'est beaucoup plus fiable et robuste. Alors effectivement l'image de marque est moins écolo et bobo....mais payer 700€ pour du bois trop  tendre pour resister à un usage quotidien, une structure mal fagotée et branlante...C'est de l'escroquerie en bande organisée sous couvert d'écologie.Alors après avoir dit ça, la reprise s'est faite sans difficultés et j'ai été remboursée 5J après avoir renvoyé le colis.","['laisser', 'berner', 'laisser', 'berner', 'bel', 'photo', 'storytelling', 'bobo', 'écolo', 'acheter', 'cloer', 'énorme', 'déception', 'traiter', 'protéger', 'faire', 'traitement', 'bad', 'mal', 'boi', 'mal', 'poncer', 'mal', 'égréné', 'dire', 'artisanal', 'production', 'désoler', 'artisan', 'connai', 'bosser', 'mieux', 'celer', 'ce', 'extensible', 'structure', 'branlant', 'demande', 'quel', 'pouvoir', 'être', 'durer', 'vie', 'extensible', 'sembler', 'peu', 'fiable', 'peu', 'robuste', 'franchement', 'préfére', 'acheter', 'ikea', 'beaucoup', 'fiable', 'robuste', 'alors', 'effectivement', 'image', 'marque', 'moins', 'écolo', 'bobo', 'payer', 'bois', 'trop', 'tendre', 'resister', 'usage', 'quotidien', 'structure', 'mal', 'fagoter', 'branler', 'escroquerie', 'band', 'organiser', 'sou', 'couvert', 'écologie', 'alors', 'après', 'avoir', 'dire', 'repris', 'faire', 'sans', 'difficulté', 'rembourser', 'après', 'avoir', 'renvoyer', 'colis']",0.4097222222222222,998,1
Livraison catastrophique.!,"Livraison catastrophique.!Tikamoon, vous voulez apporter un plus à vos clients ? : changez de transporteur svp.Pour vous en convaincre, lisez les avis concernant VIR by JP qui se rajoutent à mon expérience. La livraison fait l'objet d'annulation, de report non tenu, de nouveau report avec excuses bidons, mensonges à la clé, colis livré en mauvais état, aucun tracking,...Je m'arrête là. Pour ma part, l'expérience vécue avec cette livraison me conduit à ne plus jamais passer une commande avec un commerce utilisant ce transporteur.Tikamoon, vous venez de perdre un client.Le meuble livré est conforme, mais présente un petit accroc dû au colis endommagé.","['livraison', 'catastrophique', 'livraison', 'catastrophique', 'vouloir', 'apporter', 'client', 'changer', 'transporteur', 'svp', 'convaincre', 'lire', 'avis', 'concerner', 'vir', 'rajouter', 'expérienc', 'livraison', 'faire', 'objet', 'annulation', 'report', 'tenir', 'nouveau', 'report', 'excuse', 'bidon', 'mensonge', 'clé', 'coli', 'livrer', 'mauver', 'état', 'aucun', 'tracking', 'arrêter', 'part', 'expérience', 'vivre', 'ce', 'livraison', 'conduire', 'jamais', 'passer', 'commande', 'commerce', 'utiliser', 'transporteur', 'venez', 'perdre', 'client', 'livrer', 'conforme', 'présent', 'petit', 'accroc', 'colis', 'endommager']",0.48575,657,1
Délais de réponse aux emails envoyés au…,"Délais de réponse aux emails envoyés au service client sont très longs, cela fait maintenant déjà dix jours que j'ai demandé un retour et je n'ai tjs pas de dates de reprise de la marchandise (ni une idée du temps que cela va prendre) Je retourne la marchandise car les 2 chaises achetées ne sont pas de qualité (plusieurs défauts visibles). Problème de qualité + délais trop long pour le retour = je ne commanderai plus sur ce site.","['délai', 'réponse', 'email', 'envoyer', 'délai', 'réponse', 'email', 'envoyer', 'service', 'client', 'long', 'celer', 'faire', 'maintenant', 'déj', 'dix', 'jour', 'demander', 'retour', 'tj', 'date', 'reprise', 'marchandis', 'idé', 'temps', 'celer', 'prendre', 'retourne', 'marchandis', 'car', 'acheter', 'qualité', 'plusieurs', 'défaut', 'visible', 'problèm', 'qualité', 'délai', 'trop', 'long', 'retour', 'commander']",0.4958333333333333,433,1
Service client pitoyable,"Service client pitoyable. Demande de prise en garantie pour notre meuble vernis de sdb sur lequel nous avons posé un tube de dentifrice qui a décoloré entièrement la surface. A éviter et fuir si vous avez envie de garder de beaux meubles.Je précise que sur leur site internet il est précisé que mon meuble est vernis et donc protégé des tâches, rayures et abrasion... Donc aucun de leurs arguments ne peut tenir. Les informations commerciales données sont mensongères.","['service', 'client', 'pitoyable', 'service', 'client', 'pitoyable', 'demande', 'prise', 'garantie', 'vernir', 'sdb', 'lequel', 'poser', 'tube', 'dentifrice', 'décoloré', 'entièrement', 'surface', 'éviter', 'fuir', 'envie', 'garder', 'beau', 'préciser', 'internet', 'préciser', 'vernir', 'donc', 'protéger', 'tâche', 'rayure', 'abrasion', 'donc', 'aucun', 'leur', 'argument', 'pouvoir', 'tenir', 'information', 'commercial', 'donné', 'mensonger']",0.565625,468,1
Meuble cassé et proposition honteuse du service client,"Un délai de livraison plus long, ok, ça peut arriver...Nous recevons finalement notre meuble de salle de bain cassé et inutilisable (bois sur le plan du dessus cassé sur plusieurs dizaines de cm + autres marques sur les côtés).Après avoir alerté le service client, je reçois ce jour une réponse qui me propose deux options si je souhaite régler le problème par moi-même (qu'est ce qu'on entend par là, je n'ai aucun talent en menuiserie !) : un bon d'achat de 90€ ou un remboursement de 60€, pour un meuble à plus de 500€ ! J'espère sincèrement que c'est une erreur et attend un complément de réponse de leur part. C'est honteux ! Je ne recommande absolument pas.","['cassé', 'proposition', 'honteux', 'service', 'client', 'déler', 'livraison', 'long', 'pouvoir', 'arriver', 'recevon', 'finalement', 'salle', 'bain', 'cassé', 'inutilisable', 'bois', 'plan', 'dessu', 'cassé', 'plusieurs', 'dizaine', 'autre', 'marque', 'ter', 'après', 'avoir', 'alerter', 'service', 'client', 'ouïr', 'jour', 'réponse', 'proposer', 'deux', 'option', 'souhaiter', 'régler', 'problème', 'entendre', 'aucun', 'talent', 'menuiserie', 'bon', 'achat', 'remboursement', 'espérer', 'sincèremer', 'erreur', 'attendre', 'complément', 'réponse', 'part', 'honteux', 'recommander', 'absolument']",0.4388636363636363,663,1
Service après-vente déplorable,"J'ai reçu dans les temps la commande d'une table d'extérieur qui, a l'ouverture du colis s'est relevée vraiment cassée sur le plateau bois massif teck (tout un bout de la table est arraché.) La table était mal protégée dans le carton. Simplement emballée dans du plastique et la structure métallique sous le plateau venait soutenir l'ensemble sauf cette partie qui a visiblement prit un sérieux choc. Je contacte immédiatement Tikamoon en expliquant clairement, avec photos à l'appui. La réponse a été rapide. Néanmoins on me propose deux solutions qui impliquent de conserver le meuble détérioré.10% remboursé soit 68.90 €15% en bon d'achat pour recommander chez eux. Je trouve que le dédommagement est plus qu'insuffisant vu les prix qu'ils pratiquent et le coût des frais de transports qu'ils pratiquent. Le remboursement proposé est presque équivalent aux frais de ports. Une honte sachant qu'il implique de conserver un meuble neuf, payé cher, (689 euros en solde) complètement cassé.J'ai tenté d'expliquer qu'une réparation faite par un professionnel était loin de valoir le prix qu'on me propose pour un dédommagement si faible. Le SAV ne veut rien entendre. Fuyez.","['service', 'après', 'vente', 'déplorable', 'temps', 'commande', 'extérieur', 'ouverture', 'coli', 'relever', 'vraiment', 'casser', 'plateau', 'boi', 'massif', 'teck', 'bout', 'arracher', 'mal', 'protéger', 'carton', 'simplement', 'emballée', 'plastique', 'structure', 'métallique', 'sou', 'plateau', 'venir', 'soutenir', 'ensembl', 'sauf', 'ce', 'partie', 'visiblement', 'prendre', 'sérieux', 'choc', 'contact', 'immédiatement', 'expliquer', 'clairement', 'photo', 'appui', 'réponse', 'rapide', 'néanmoins', 'proposer', 'deux', 'solution', 'impliquer', 'conserver', 'détériorer', 'rembourser', 'bon', 'achat', 'recommander', 'chez', 'trouve', 'dédommagement', 'insuffisant', 'prix', 'pratiquer', 'frais', 'transport', 'pratiquer', 'remboursement', 'proposer', 'presque', 'équivalent', 'frais', 'port', 'hont', 'savoir', 'impliquer', 'conserver', 'neuf', 'payer', 'cher', 'euro', 'sold', 'complètement', 'cassé', 'tenter', 'expliquer', 'réparation', 'faire', 'professionnel', 'loin', 'valoir', 'prix', 'proposer', 'dédommagement', 'faible', 'sav', 'vouloir', 'rien', 'entendre', 'fuir']",0.5197727272727273,1172,1
"Meubles arrivés mal montés, Service Client hautain","Meubles arrivés mal montés, visserie à changer ! Service hautain et suffisant. Geste commercial minimum. Finition produit pasable, malgré un marketing "" supa cool"" design okay !  On ne commanderons plus jamais sur ce site, vous trouverez votre bonheur ailleurs, c'est pas les sites qui manquent... 😉Vous pouvez donc constater la réponse ""basique"" du service clients. Geste commercial minimum pour des produits défectueux, mal montés. Cela me conforte dans le fait que je ne commanderais plus sur ce site. A bon entendeur","['arriver', 'mal', 'monté', 'servic', 'client', 'hautain', 'arriver', 'mal', 'monté', 'visserie', 'changer', 'service', 'hautain', 'suffire', 'gest', 'commercial', 'minimum', 'finition', 'pasabl', 'malgré', 'marketing', 'super', 'cool', 'design', 'okay', 'commanderon', 'jamais', 'trouver', 'bonheur', 'ailleurs', 'site', 'manquer', 'pouvoir', 'donc', 'constater', 'réponse', 'basique', 'service', 'client', 'gest', 'commercial', 'minimum', 'produit', 'défectueux', 'mal', 'monter', 'celer', 'conforter', 'faire', 'commanderai', 'bon', 'entendeur']",0.4864583333333333,520,1
Les produits ne correspondent pas à ce…,"Les produits ne correspondent pas à ce qui est présenté sur le site. J'avais acheté des vasques qui ont été abimées au bout de deux jours, et qui ont abimé mon plan en bois parce qu'elles étaient poreuses. La livraison avait été cauchemardesque : très longue, une vasque était arrivée brisée, le livreur était grossier, malhonnête et très agressif comme il ne m'est jamais arrivé dans ma vie auparavant. Un an plus tard il a fallu donc les remplacer car elles étaient trop abimées, je me suis risquée une seconde fois en pensant que des vasques en marbre ne seraient pas trop fragiles. Mais les vasques livrées correspondaient au modèle clair, et non foncé. La livraison a encore était conflictuelle, le livreur a déposé les vasques chez des voisins que je ne connais pas, sans me demander mon avis, et alors que j'avais demandé le report de la livraison pour être présente, et lorsque je l'ai confronté il a été agressif. J'ai demandé au service après vente de Tikamoon, qui malgré les photos reçues a déclaré que la différence de couleur était liée à la production artisanale. J'ai renoncé à un échange, de peur d'avoir encore des problèmes avec le livreur GLS, qui m'avait envoyé un message qui laisser penser qu'il voulait m'agresser (j'ai senti une très forte misogynie de sa part), et de me retrouver en difficulté en raison d'un délai trop long. Je l'avais déjà signalé à Tikamoon la première fois, qui n'avait strictement rien fait.","['produit', 'correspondre', 'produit', 'correspondre', 'présenter', 'acheter', 'vasque', 'abimer', 'bout', 'deux', 'jour', 'abimer', 'plan', 'bois', 'parce', 'lui', 'poreuser', 'livraison', 'cauchemardesque', 'long', 'vasque', 'arriver', 'briser', 'livreur', 'grossier', 'malhonnête', 'agressif', 'comme', 'jamais', 'arriver', 'vie', 'auparavant', 'tard', 'falloir', 'donc', 'remplacer', 'car', 'lui', 'trop', 'abimer', 'risquer', 'second', 'fois', 'penser', 'vasque', 'marbr', 'trop', 'fragile', 'vasque', 'livrer', 'correspondre', 'modèle', 'clair', 'foncer', 'livraison', 'encore', 'conflictuel', 'livreur', 'déposé', 'vasque', 'chez', 'voisin', 'connai', 'sans', 'demander', 'avis', 'alors', 'demander', 'report', 'livraison', 'être', 'présent', 'lorsque', 'confronté', 'agressif', 'demander', 'service', 'après', 'vente', 'malgré', 'photo', 'ue', 'déclaré', 'différenc', 'couleur', 'lier', 'production', 'artisanal', 'renoncer', 'échange', 'peur', 'avoir', 'encore', 'problème', 'livreur', 'gls', 'envoyer', 'message', 'laisser', 'penser', 'vouloir', 'agresser', 'sentir', 'fort', 'misogynie', 'part', 'retrouver', 'difficulté', 'raison', 'déler', 'trop', 'long', 'déj', 'signalé', 'premier', 'fois', 'strictement', 'rien', 'faire']",0.4847619047619048,1440,1
Service client très décevant,"Service client très décevant. Alors que votre commande est annoncée via livraison dans son intégralité, on vous livre 6 chaises mais pas la table. Le service client est incapable de vous situer sur le reste de la commande et vous demande d'envoyer les photos des BL d'expéditions.. Nous mangerons donc par terre durant 10 jours ! Déplorable !","['service', 'client', 'décevoir', 'service', 'client', 'décevoir', 'alors', 'command', 'annoncer', 'via', 'livraison', 'intégralité', 'livre', 'service', 'client', 'incapable', 'situer', 'reste', 'command', 'demande', 'envoyer', 'photo', 'expédition', 'mangeron', 'donc', 'terre', 'durer', 'jour', 'déplorable']",0.3308333333333333,342,1
Pas sérieux dans les livraisons,"Commande d'une vasque passée sur la marketplace La Redoute, produit envoyé mais plus de nouvelles concernant la livraison prévue normalement entre le 21 et le 24 juin! Il s'agit quand même d'un élément essentiel dans une salle de bain, difficile de faire sans!","['sérieux', 'livraison', 'commande', 'vasqu', 'passer', 'marketplace', 'redoute', 'envoyer', 'nouveau', 'concerner', 'livraison', 'prévoir', 'normalement', 'entrer', 'juin', 'agir', 'quand', 'élément', 'essentiel', 'salle', 'bain', 'difficile', 'faire', 'sans']",0.46375,260,1
"Meuble Jonàk - Meuble sous vasque en teck ""massif""","J'ai acheté un meuble de salle de bain en teck soit disant brut, à traiter pour le protéger de l'humidité. Avant d'appliquer le produit, nous avons voulu le poncer très légèrement. Le meuble est devenu rose. Le service client m'indique que leurs meubles en teck sont traités afin d'avoir un rendu plus uniforme, et qu'ils sont bien bruts. Cherchez l'erreur.. Je me retrouve avec un meuble payé 700€..rose ! Très déçue du service client.","['jon', 'sou', 'vasque', 'teck', 'massif', 'acheter', 'salle', 'bain', 'teck', 'dire', 'brut', 'traiter', 'protéger', 'humidité', 'avant', 'appliquer', 'vouloir', 'poncer', 'légèrement', 'devenir', 'rose', 'service', 'client', 'indique', 'leur', 'teck', 'traiter', 'afin', 'avoir', 'rendre', 'uniforme', 'bien', 'brut', 'chercher', 'erreur', 'retrouve', 'payer', 'rose', 'service', 'client']",0.424,436,1
Expérience mitigée,"Allez je me lance aussi. 3 commandes passées chez tikamoon pour un montant total de grosso modo 2500 euros. Un meuble TV en palissandre - une table de salle a manger en palissandre et commode+table de chevet+chiffonnier dans des bois différents 1 - Pour les délais de livraison :Je ne regarde plus car pr avoir testé Made.com je sais mtn que ce sont des problématiques très générales et les boites de logistiques ont du mal à tenir les délais pour des raisons x et y et j en passe2/ pour la qualité de la livraisonA chaque fois les meubles étaient bien emballés mais vu comment ils sont transportés par les livreurs il faudrait un miracle pour qu ils arrivent intactes J’ai testé les deux types de livraison : en bas de l immeuble et dans l appartement La première montre ses limites car les meubles étant montés ils sont très très lourds et difficiles à deplacer pr le commun des mortels La seconde j ai vu le livreur déballer et forcer le meuble à rentrer dans l ascenseur au risque de le massacrer juste pr ne pas le monter à piedÇa laisse à désirer  3 - pour les meubles Il y a un vrai problème de contrôle qualite ! Aucun des meubles reçus n’est arrivé indemne.Le premier meuble : défaut sur la petite poignée, la table de la salle à manger tout le plateau est endommagé sur les côtésLa commode : cassée un morceau en est tombé à l arrière 4 - pour l Expérience service client Ils sont bons car proposent tjrs trois options A/ reprise et remboursement B/maintien du meuble mais dédommagement à hauteur de près de 20% de son prix Mais a dépenser sur leur site C/ si je ne dis pas de bêtise même que le B mais moindre remboursement car ce n’est pas en bon d achat tikamoon J ai toujours choisi le B. En effet habitant au 9 eme étage avec un petit ascenseur qui ne peut accueillir des meubles montés les redescendre pour les rendre au transporteur est juste un cauchemar !!!! Je me retrouve donc avec des meubles achetés cher ! Et tous sans exception avec à minima des défauts voir CASSÉS! Au bout d un moment ce n est plus 20 % de bon d achat Qu il me faut : c est un remboursement intégral pour la peine et la patience !!!! Donc je suis comme l autre personne sur le site mi figue mi raisin","['expérience', 'mitiger', 'aller', 'lance', 'aussi', 'commande', 'passer', 'chez', 'montant', 'total', 'grosso', 'modo', 'euro', 'palissandre', 'salle', 'manger', 'palissandre', 'commode', 'chevet', 'chiffonnier', 'bois', 'différent', 'délai', 'livraison', 'regarde', 'car', 'avoir', 'tester', 'mad', 'com', 'savoir', 'mtn', 'problématique', 'général', 'boite', 'logistique', 'mal', 'tenir', 'délai', 'raison', 'passer', 'qualité', 'livraisona', 'chaque', 'fois', 'bien', 'emballer', 'comment', 'transporter', 'livreur', 'falloir', 'miracle', 'arriver', 'intact', 'tester', 'deux', 'type', 'livraison', 'bas', 'immeuble', 'appartemer', 'premier', 'montr', 'limite', 'car', 'monter', 'lourd', 'difficile', 'deplacer', 'commun', 'mortel', 'second', 'livreur', 'déballer', 'forcer', 'rentrer', 'ascenseur', 'risque', 'massacrer', 'juste', 'monter', 'pied', 'laisse', 'désirer', 'vrai', 'problème', 'contr', 'qualite', 'aucun', 'arriver', 'indemne', 'premier', 'défaut', 'petit', 'poignée', 'salle', 'manger', 'plateau', 'endommager', 'tésla', 'commode', 'casser', 'morceau', 'tomber', 'arrière', 'expérience', 'service', 'client', 'bon', 'car', 'proposer', 'tjrs', 'trois', 'option', 'reprendre', 'remboursement', 'maintien', 'dédommagement', 'hauteur', 'près', 'prix', 'dépenser', 'dire', 'bêtise', 'moindre', 'remboursement', 'car', 'bon', 'achat', 'toujours', 'choisir', 'effet', 'habiter', 'eme', 'étage', 'petit', 'ascenseur', 'pouvoir', 'accueillir', 'monté', 'redescendre', 'rendre', 'transporteur', 'juste', 'cauchemar', 'retrouver', 'donc', 'acheter', 'cher', 'tout', 'sans', 'exception', 'minimum', 'défaut', 'voir', 'casser', 'bout', 'moment', 'bon', 'achat', 'falloir', 'remboursement', 'intégral', 'peine', 'patience', 'donc', 'comme', 'autre', 'personne', 'figue', 'raisin']",0.5278194754464286,2194,1
Vasques terrazzo de très mauvaise qualité!,"J'ai acheté 3 vasques Terrazzo Isa black au printemps 2021.Après seulement quelques semaines d'utilisation, elles ont commencé à se dégrader serieusement avec apparition de tâches blanches et effritement des bords des vasques. Tikamoon a été professionnel la première fois et me les a remplacées sous garantie.Mais le même problème s'est à nouveau produit au bout de quelques semaines.Cette fois, Tikamoon n 'a pas été professionnel du tout et refuse de faire le moindre geste commercial, rejetant la faute sur moi et une utilisation de produits abrasifs (ce qui n'est absolument pas le cas).Leurs vasques sont de très mauvaise qualité, vendues très cher et Tikamoon se moque pas mal de ses clients, je déconseille ce site!","['vasque', 'terrazzo', 'mauvais', 'qualité', 'acheter', 'vasque', 'terrazzo', 'isa', 'black', 'printemp', 'après', 'seulement', 'quelque', 'semaine', 'utilisation', 'lui', 'commencer', 'dégrader', 'serieusement', 'apparition', 'tâche', 'blanc', 'effritement', 'bord', 'vasque', 'professionnel', 'premier', 'fois', 'remplacer', 'sou', 'garantie', 'problème', 'nouveau', 'bout', 'quelque', 'semaine', 'ce', 'fois', 'professionnel', 'refuser', 'faire', 'moindre', 'gest', 'commercial', 'rejeter', 'faute', 'utilisation', 'produire', 'abrasif', 'absolument', 'cas', 'leur', 'vasque', 'mauvais', 'qualité', 'vendre', 'cher', 'moqu', 'mal', 'client', 'déconseill']",0.5167499999999999,723,1
Légère déception quant à la qualité.,"La qualité de l'ouvrage peut être améliorée ainsi que le contrôle des bois utilisés, nous avons relevé des traces d'humidité sur quelques parties heureusement non visibles?","['léger', 'déception', 'quant', 'qualité', 'qualité', 'ouvrage', 'pouvoir', 'être', 'améliorer', 'ainsi', 'contr', 'boi', 'utiliser', 'relever', 'trace', 'humidité', 'quelque', 'party', 'heureusement', 'visible']",0.58,172,1
Globalement,"Globalement, meubles de qualité. Par contre, le conditionnement laisse souvent à désirer. Table basse palissandre commandée deux fois car rayée la première fois. Table de salon, attente de 4 mois, livrée deux fois et les deux fois : mauvais conditionnement. La table était enveloppée d'un film très fin. Malgré cette alerte, la seconde table est arrivée dans le même état que la première : métal abîmé car la table est sortie des deux côtés du carton. Mais le gros problème avec Tikamoon - outre les jours que vous prenez pour réceptionner et attendre aussi la reprise, avec aucun geste commercial alors que globalement, ils sont responsables du conditionnement et des livreurs auxquels ils font appel - c'est qu'ils ne réussissent pas à faire livrer ET enlever un produit en même temps. Bonjour l'emprunte écologique. Aussi, l'amabilité des livreurs laisse souvent à désirer, sont peu précautionneux avec la marchandise. Enfin, être remboursée sous 10 jours est beaucoup trop long. Ce délai est à améliorer. Expérience mi-figue, mi-raisin donc.","['globalemer', 'globalemer', 'qualité', 'contre', 'conditionnement', 'laisse', 'souvent', 'désirer', 'bas', 'palissandre', 'commandée', 'deux', 'fois', 'car', 'rayée', 'premier', 'fois', 'salon', 'attente', 'mois', 'livrer', 'deux', 'fois', 'deux', 'fois', 'mauvais', 'conditionnement', 'enveloppé', 'film', 'fin', 'malgré', 'ce', 'alerte', 'second', 'arrivée', 'état', 'premier', 'métal', 'car', 'sortir', 'deux', 'té', 'carton', 'gros', 'problèm', 'outre', 'jour', 'prendre', 'réceptionner', 'attendre', 'aussi', 'repris', 'aucun', 'geste', 'commercial', 'alors', 'globalement', 'responsable', 'conditionnement', 'livreur', 'auxquels', 'faire', 'appel', 'réussir', 'faire', 'livrer', 'enlever', 'temps', 'bonjour', 'emprunt', 'écologique', 'aussi', 'amabilité', 'livreur', 'laisse', 'souvent', 'désirer', 'peu', 'précautionneux', 'marchandise', 'enfin', 'être', 'rembourser', 'sou', 'jour', 'beaucoup', 'trop', 'long', 'délai', 'améliorer', 'expérience', 'figue', 'raisin', 'donc']",0.5191176470588235,1045,1
Juste un petit problème,"Tout d'abord j'ai reçu deux vasque au lieu d'une vasque et d'un meuble et après investigation j'ai vu que l'étiquette du meuble était sur la vasque`; le service après vente a été très efficace et j'ai reçu mon meuble 10 jours après.    Heureusement que mon plombier a été compréhensif!!! lLes produits sont très bien donc maintenant je suis satisfaite. Un petit geste commercial eut été le bien venu.Nul n'est parfait et je vais, quand même, passé à nouveau une commande car les produits me plaisent beaucoup.","['juste', 'petit', 'problème', 'abord', 'deux', 'vasqu', 'lieu', 'vasqu', 'après', 'investigation', 'étiquette', 'vasqu', 'service', 'après', 'vente', 'efficace', 'jour', 'après', 'heureusement', 'plombier', 'compréhensif', 'lle', 'produire', 'bien', 'donc', 'maintenant', 'satisfaire', 'petit', 'geste', 'commercial', 'bien', 'venir', 'nul', 'parfaire', 'aller', 'quand', 'passer', 'nouveau', 'commande', 'car', 'produire', 'plaire', 'beaucoup']",0.6171514423076923,509,1
